date,title,description
14.11.2023,Падение нефтяных цен связано с действиями спекулянтов – ОПЕК,При этом фундаментальные показатели нефтяного рынка остаются сильными
14.11.2023,Премьер поручил активизировать работу с инвесторами из Саудовской Аравии,Глава правительства сказал о необходимости ускорить согласование процедур по совместным инвестпроектам с Королевством
13.11.2023,С начала года количество омнибус-счетов выросло в четыре раза,Тенденцию разъяснили в Центральном депозитарии
13.11.2023,Компании США сокращают количество действующих нефтяных вышек,Это может указывать на потенциальное снижение объемов производства в средне- и долгосрочной перспективах
10.11.2023,QazaqGaz запустил газовое месторождение Анабай,Сумма инвестиций в этот проект составила 12 млрд тенге
10.11.2023,Открытая позиция по операциям НБРК приблизилась к 5 трлн тенге чистой задолженности,Это выступает одним из факторов поддержки тенге
10.11.2023,"Чистая прибыль Honda выросла в 1,8 раза","Японский автопроизводитель в первом финансовом полугодии заработал 4,08 млрд долларов"
09.11.2023,О крупных инвестпроектах рассказал Канат Шарлапаев,Предприятия позволят сформировать кластеры высокого передела и станут основой промышленного каркаса страны
09.11.2023,Нефтяные котировки опустились до трехмесячных минимумов,Минэнерго США прогнозирует снижение потребления нефти и бензина в 2024 году
09.11.2023,Adidas в третьем квартале снизил чистую прибыль на 25%,"Выручка сократилась на 6,4%"
08.11.2023,Дочка КазТрансОйла выпустит облигации на 20 млрд тенге,Средства направят на проект по реконструкции и расширению магистрального водовода Астрахань - Мангышлак
08.11.2023,Нацбанк выпускает в обращение инвестиционные монеты KÓKBÓRI,Монеты изготовлены из золота и серебра качеством proof и uncirculated
08.11.2023,Freedom Holding Corp. отказался от покупки инвестбанка Maxim Group,"Об этом говорится в документе, размещенном на сайте Комиссии по ценным бумагам и биржам США"
08.11.2023,Когда на IPO будут выводить QazaqGaz,"Первичное публичное размещение акций компании возможно только после выравнивания тарифов, заявили в Самрук-Казыне"
08.11.2023,На сколько может вырасти стоимость акций KEGOC,Совокупная сумма дивидендов за 2023 год может составить 145 тенге на одну акцию
08.11.2023,"SPO KEGOC: Самрук-Казына продал 5% акций на 22,6 млрд тенге","Всего инвесторы подали более 50 тысяч заявок на сумму 34,8 млрд тенге"
08.11.2023,Давление на котировки нефти оказывают опасения по ослаблению мировой экономики,"Опубликованы слабые макроданные из КНР и Германии, что негативно скажется на спросе на энергоносители"
07.11.2023,На рынках ожидают сохранения ставок ФРС на заседании в декабре,Ежедневный обзор опубликовала АФК
07.11.2023,"Hilton Grand Vacations покупает конкурента за $1,5 млрд",Стороны планируют закрыть сделку в первой половине 2024 года
06.11.2023,В Казахстане создали первый апексный фонд,"Планируется, что средства APEX FUND I преимущественно будут направлены на инвестирование в сфере АПК"
06.11.2023,За девять месяцев инвестиции в сфере добычи угля превысили 100 млрд тенге,"Это на 25% больше, чем за аналогичный период 2022 года"
06.11.2023,В фокусе внимания рынков – выступления членов ФРС и данные по инфляции,Охлаждение рынка труда может облегчить работу Федрезерва по возврату ИПЦ к целевому таргету
04.11.2023,"Выручка Apple в четвертом финквартале сократилась до $89,5 млрд","Доходы от реализации компьютеров Mac рухнули с 11,5 млрд долларов до 7,6 млрд долларов"
03.11.2023,Цикл повышения мировых процентных ставок подходит к концу?,"Федрезерв, ЕЦБ и центробанки Англии и Норвегии сохранили ставки на текущих уровнях"
03.11.2023,Число кофеен Starbucks по всему миру превысило 38 тысяч,"Квартальная выручка компании в четвертом финансовом квартале выросла до рекордных 9,37 млрд долларов"
02.11.2023,На рынках ожидают завершения цикла повышения ставок ФРС,Американский монетарный регулятор может начать снижать ставки уже в середине 2024 года
02.11.2023,MOST Ventures и Мурат Абдрахманов инвестировали в американский стартап,В ближайшее время компания планирует открыть офис в Казахстане
02.11.2023,Toyota во втором финквартале нарастила прибыль почти в три раза,"Показатель составил 8,4 млрд долларов"
01.11.2023,В фокусе внимания дня – объем продажи валюты из Нацфонда и инфляция,"Тенге остается во власти внутренних факторов, в целом игнорируя продолжающееся снижение котировок нефти"
01.11.2023,Pinterest вышла на прибыльный уровень в третьем квартале,Число подписчиков сервиса увеличилось на 8%
31.10.2023,Инвестиции в основной капитал в сфере воздушного транспорта выросли в пять раз,"Наибольшие показатели отмечены в Шымкенте: 31 млрд тенге против 3,5 млрд тенге годом ранее"
31.10.2023,«Американские горки» на нефтяном рынке продолжаются,Котировки растеряли прирост на фоне снижения «военной» риск-премии
31.10.2023,"Выручка McDonald's в третьем квартале выросла до $6,7 млрд",Это оказалось выше прогнозов
30.10.2023,Резкое повышение базовой ставки не смогло поддержать рубль,Курс доллара по отношению к российской валюте продолжил рост
30.10.2023,Google инвестирует $2 млрд в Anthropic,Это конкурент OpenAI на рынке ИИ
27.10.2023,"Amazon в третьем квартале увеличил чистую прибыль в 3,4 раза","В июле-сентябре показатель составил 9,879 млрд долларов"
27.10.2023,Рост экономики США превзошел прогнозы,"В годовом выражении ВВП в Штатах увеличился на 4,9%"
27.10.2023,"Stellantis инвестирует 1,5 млрд евро в китайского производителя электромобилей",Концерн получит 20%-ную долю в Leapmotor
27.10.2023,Чистая прибыль Mercedes-Benz в третьем квартале снизилась на 7%,"Это произошло из-за проблем в цепочках поставок, пояснили в компании"
26.10.2023,Рост доходностей казначейских облигаций США перевесил сильные корпоративные результаты,Инвесторы продолжают уходить от риска из-за ожиданий длительного сохранения высоких процентных ставок в США
26.10.2023,Microsoft увеличила чистую прибыль в I финквартале на 27%,Выручка компании за этот период выросла на 13%
25.10.2023,CNOOC увеличила выручку в III квартале на 6%,При этом чистая прибыль снизилась на 8%
25.10.2023,Xerox получила чистую прибыль в III квартале,Скорректированная прибыль превысила прогнозы
24.10.2023,Снижение S&P 500 продолжается пятый день подряд,"Квартальные результаты Alphabet, Microsoft и Meta могут поддержать рыночный сентимент"
24.10.2023,Chevron покупает Hess за $53 млрд,Закрытие сделки ожидается в первой половине 2024 года
23.10.2023,S&P вернуло рейтинг Греции на инвестиционный уровень,Это произошло впервые более чем за 10 лет
23.10.2023,На KASE Global за неделю заключили сделки почти на 392 млн тенге,"Наибольший объем торгов пришелся на бумаги Apple, Tesla и Occidental Petroleum Corp"
23.10.2023,Надежды на деэскалацию конфликта на Ближнем Востоке «развернули» котировки нефти,Давление на цены также могла оказать статистика из КНР
23.10.2023,За срывы сроков реализации инвестпроектов премьер раскритиковал акиматы,Минпрому поручено проводить более активную координационную работу в этом направлении
20.10.2023,L'Oreal в третьем квартале увеличила продажи до 10 млрд евро,Повышение доходов зафиксировано почти во всех подразделениях и регионах присутствия
20.10.2023,Комментарии главы ФРС запустили волну распродаж на фондовых рынках,"Джером Пауэлл отметил, что инфляция еще очень высока и для достижения таргета в 2% нужен период роста экономики ниже тренда"
20.10.2023,Nestle неожиданно сократила выручку за девять месяцев,"Показатель снизился до 76,53 млрд долларов"
19.10.2023,«Дочка» МФЦА приобрела 10% биржи ITS,"Биржа проводит вторичные торги 1,6 тыс. мировых ценных бумаг и зарегистрирована в юрисдикции МФЦА"
19.10.2023,"За полгода приток прямых иностранных инвестиций из КНР в РК вырос на 30,6%","Объем достиг 748,3 млн долларов, это самый высокий показатель с 2019 года, отмечают эксперты"
19.10.2023,Компания Kaspi.kz намерена провести IPO в США,Объем и ценовой диапазон предлагаемого размещения еще не определены
19.10.2023,На рынках ожидают продолжения цикла повышения ставок ФРС,"Главный «ястреб» Федрезерва Кристофер Уоллер сообщил, что регулятор при принятии решений будет внимательно оценивать актуальную макростатистику"
19.10.2023,Adidas улучшил прогнозы по основным финансовым показателям,Базовая операционная прибыль компании ожидается в размере 100 млн евро
19.10.2023,С 2024 года BMW будет продавать автомобили потребителям в Европе напрямую,"Новая модель реализации начнет действовать в отношении марки Mini в Италии, Польше и Швеции"
18.10.2023,Марка Brent вновь продается выше $90 за баррель,Цены выросли на опасениях относительно перебоев в поставках сырья с Ближнего Востока
18.10.2023,Реконструкцию наземной инфраструктуры в аэропорту Астаны проведет Terminals Holding,В дальнейшем арабский инвестор возьмет на себя операционное управление воздушной гаванью
18.10.2023,Мировые расходы на генеративный ИИ превысят $140 млрд в 2027 году,В 2023 году затраты в этой сфере составят 16 млрд долларов
17.10.2023,Sinopec получила 30% доли в проекте строительства завода по производству полиэтилена,Подписаны договоры купли-продажи
17.10.2023,Возможность снятия с Венесуэлы нефтяных санкций развернула котировки вниз,Вашингтон и Каракас достигли предварительного соглашения в обмен на прозрачные выборы президента
16.10.2023,"Freedom Holding Corp. купил онлайн-супермаркет Arbuz.kz за $16,5 млн",Об этом говорится в отчетности холдинга за первый квартал 2023 года
16.10.2023,Глобальные депозитарные расписки Fix Price включили в список AIX,"ГДР будут допущены к торгам 17 октября 2023 года, сообщили в компании"
16.10.2023,"Инвесторы ожидают отчетов Tesla, Bank of America и Netflix",На неделе свои квартальные финрезультаты опубликуют 11% компаний из списка S&P 500
14.10.2023,Акционеры iRobot одобрили поглощение со стороны Amazon,Ранее условия сделки были пересмотрены
14.10.2023,Didi планирует выйти на биржу Гонконга в 2024 году - СМИ,Для этого компании необходимо получить разрешение властей Китая
13.10.2023,В первом полугодии инвестиции из ОАЭ в Казахстан превысили $400 млн,"Показатель вырос более чем в три раза, сказал Алихан Смаилов на встрече с Мохаммедом Аль-Гаргауи"
13.10.2023,Возврат обязательной продажи валютной выручки поддержал рубль,В течение 6 месяцев крупные экспортеры обязаны отчитываться властям РФ об объемах купли-продажи инвалюты на внутреннем рынке
12.10.2023,В Алматы начали строить завод по производству медицинских изделий,"В проект будет вложено 1,5 млрд тенге частных инвестиций"
12.10.2023,Фондовый рынок США растет перед публикацией данных по инфляции,Аналитики прогнозируют замедление потребительской инфляции в годовом выражении
12.10.2023,Exxon Mobil покупает нефтегазовую компанию Pioneer Natural Resources,"Сумма сделки составляет 59,5 млрд долларов"
12.10.2023,Saudi Aramco интересуется покупкой 10% доли в Shandong Yulong,Нефтекомпания Саудовской Аравии сможет поставлять предприятию нефть и другие ресурсы
11.10.2023,"С начала года Индекс KASE вырос на 26,2%",Восемь из девяти компаний индексного списка закрыли девять месяцев в зеленой зоне
11.10.2023,"МВФ повысил прогноз средней цены на нефть в 2023 году до $80,49 за баррель",На рынках опасаются перебоев в поставках сырья
11.10.2023,"Поставки ПК в мире в третьем квартале сократились на 7,6% - IDC",Аналитики ожидают восстановление продаж в 2024 году
10.10.2023,Приток прямых иностранных инвестиций в Казахстан из США снизился,Институт экономических исследований опубликовал данные за первое полугодие 2023 года
10.10.2023,Нефтяные котировки отреагировали на ближневосточный конфликт,Он может оказать косвенное негативное влияние на мировое предложение
10.10.2023,Fix Price планирует редомициляцию с Кипра в Казахстан,"Предполагается, что компания может быть зарегистрирована в МФЦА"
09.10.2023,Рынок труда в США остается сильным,Количество рабочих мест увеличилось рекордными за восемь месяцев темпами
06.10.2023,Нефтетрейдеры ожидают слабого спроса на сырье,Обзор рынков подготовили аналитики АФК
06.10.2023,"Rivian намерена разместить «зеленые» конвертируемые бонды на $1,5 млрд",Компания также планирует предоставить покупателям опцион на покупку бумаг на 225 млн долларов
05.10.2023,В индустриальной зоне Актобе планируют реализовать 15 проектов,"Общий объем инвестиций составит 234,1 млрд тенге"
05.10.2023,Саудовская Аравия может пересмотреть планы по сокращению добычи в ноябре,Дополнительное предложение нефти при неопределенных перспективах спроса может оказать давление на котировки
05.10.2023,Wildberries построит крупный логистический хаб в Узбекистане,В проект планируют инвестировать около 140 млн долларов
05.10.2023,"Air France-KLM приобретет 19,9% доли в авиакомпании SAS",Перевозчик не исключает возможности увеличения пакета акций до контрольного в будущем
05.10.2023,Intel планирует IPO подразделения программируемых решений,"Это даст PSG автономию и гибкость, необходимую для более эффективной конкуренции в сфере программируемых чипов"
04.10.2023,Свыше 300 инвестпроектов в сфере АПК планируют запустить в 2023 году,"Будет создано порядка 5,3 тысячи рабочих мест"
04.10.2023,Капвложения в сферу обороны и госуправления превысили 80 млрд тенге,Показатель вырос на треть за год
04.10.2023,«Американское чудо»: количество новых вакансий в США выросло на 700 тысяч,"Несмотря на жесткие денежно-кредитные условия, рынок труда остается сильным, что может привести к повышению ставки ФРС"
03.10.2023,Нефтяные котировки упали на опасениях профицита на рынке сырья,Сокращение спроса на нефть от США и Китая может происходить при стабильном предложении со стороны ОПЕК
03.10.2023,Миллиардер Билл Акман готов рассмотреть сделку с соцсетью X,"Возглавляемая бизнесменом Pershing Square SPARC Holdings намерена привлечь для сделки 1,5 млрд долларов"
02.10.2023,Производители одежды стали меньше инвестировать в свой бизнес,Капвложения в секторе сократились на 16%
02.10.2023,Решение по базовой ставке и продажа валюты из Нацфонда могут оказывать влияние на тенге,Обзор рынков подготовили аналитики АФК
29.09.2023,KASE начнет рассчитывать агрегированные индексы рынка ГЦБ Казахстана,Значения будут рассчитывать один раз в день после завершения торгов
29.09.2023,Саудовская Аравия и США «ходят по замкнутому кругу»,Сокращение предложения нефти Эр-Риядом в конечном итоге стимулирует снижение спроса на нее со стороны США
29.09.2023,Мировые продажи и производство Toyota в августе достигли рекордного уровня,"К 2026 году автопроизводитель планирует увеличить выпуск электромобилей до 1,5 млн штук"
28.09.2023,Правительству США грозит шатдаун с вероятностью в 90% – Goldman Sachs,В Конгрессе Соединенных Штатов нет прогресса по вопросу финансирования федерального правительства
28.09.2023,OpenAI обсуждает продажу части акций инвесторам - СМИ,Компания рассчитывает в этом году достичь выручки в 1 млрд долларов
27.09.2023,Пенсионные активы: какой инвестдоход получили частные управляющие,"Под управлением УИП на 1 сентября находились 10,28 млрд тенге"
27.09.2023,KASE передала клиринговые и расчетные функции в Клиринговый центр,Инфраструктуру биржевого рынка разделили для создания привлекательных условий для инвесторов
27.09.2023,Скачок цен на уран и нефть повысил спрос на акции КМГ и Казатомпрома,"С начала сентября акции уранодобывающей компании выросли на рекордные 33%, а нефтедобывающей – на 8%"
27.09.2023,SPO KEGOC пройдет путем дополнительной эмиссии,Текущие акционеры cмогут воспользоваться правом преимущественной покупки акций нацкомпании
27.09.2023,Срок приема заявок по реализации акций Qazaq Air продлевается,Такое решение принято в Самрук-Казыне
26.09.2023,По какой цене KEGOC предложит акции на SPO,Решение принято на общем собрании акционеров национальной компании
26.09.2023,Южная Корея с 4 октября продлит время валютных торгов,Это упростит иностранным дилерам доступ к торгам
26.09.2023,В фокусе внимания инвесторов -  данные по ВВП США и сообщения от ФРС,Дальнейшая траектория движения индексов будет зависеть от макроданных и квартальных результатов крупных компаний
25.09.2023,Amazon инвестирует $4 млрд в ИИ-стартап Anthropic,Компания получит миноритарную долю
25.09.2023,На рынках опасаются рецессии американской экономики,"Представитель ФРС сообщила, что для возвращения инфляции к целевому уровню необходимо дальнейшее повышение ставок"
22.09.2023,На рынках опасаются возможной остановки работы Правительства США,В случае наступления шатдауна в неоплачиваемый отпуск отправятся около 1 млн человек
21.09.2023,Еще одно повышение ставок ФРС практически неизбежно,До конца 2023 года 12 из 19 голосующих членов американского регулятора ожидают ее повышения на 25 б.п.
20.09.2023,"ITS зафиксировала рекорд дневного объема торгов в $7,2 млн","В список лидеров по объему торгов вошли ценные бумаги Maplebear, Li Auto, Marathon Digital, Cinemark, Carnival, The Coca-Cola, Intel"
20.09.2023,"За I квартал 2023 года в Казахстан привлекли $92,2 млн инвестиций из Сингапура",Ерулан Жамаубаев провел встречу с генеральным директором Surbana Jurong Group Шон Чао
20.09.2023,Тенге продолжает сдавать позиции под давлением внутренних факторов - АФК,"Нацвалюта слабеет из-за ухудшения профицита торгового баланса и счета текущих операций, выплат внешнего долга, выхода нерезидентов из тенговых активов"
20.09.2023,Мурат Абдрахманов и Аскар Достияров инвестировали в стартап ProsperPay,Средства направят на поддержание операционных расходов и дальнейшее развитие сервиса
20.09.2023,Казгеология стала дочерней компанией Тау-Кен Самрук,Национальной горнорудной компании переданы 100% голосующих акций
19.09.2023,Инвесторы вложили в фонды в мире $1 трлн с начала года,Приток средств на денежный рынок отражает огромную тревогу по поводу экономики США
18.09.2023,Цены на уран обновили максимумы с 2011 года,На рынках опасаются усугубления дисбаланса между растущим спросом и сокращающимся предложением
18.09.2023,Ажиотаж вокруг акций Arm поутих,Однако они всё равно удержались выше $60
16.09.2023,H&M в третьем финквартале увеличила выручку на 6%,Результат оказался хуже прогноза экспертов
15.09.2023,Сильная макростатистика поддержала ожидания «мягкой посадки» экономики США,В то же время проинфляционные данные могут стать причиной дальнейшего роста ставок
15.09.2023,"Berkshire продала 5,5 млн акций HP на $160 млн",Продажи проходили по средней цене около 29 долларов за бумагу
15.09.2023,Чипмейкер Arm установил цену IPO на уровне $51 за бумагу - СМИ,"Исходя из предложенной цены, оценка компании может составить 54,5 млрд долларов"
14.09.2023,Курс доллара вырос до максимального значения текущего года в 467 тенге,"Покупки инвалюты могут происходить из-за оплаты импортных поставок, обслуживания внешнего долга, а также выхода нерезидентов из тенговых активов"
13.09.2023,"Индекс KASE в августе вырос на 4,3%",Наибольший объем торгов пришелся на простые акции КазМунайГаза
13.09.2023,Фондовые рынки снижаются на ожиданиях данных по инфляции в США,"Годовая инфляция в Штатах по итогам августа может ускориться до 3,6% с 3,2% месяцем ранее"
12.09.2023,"Объемы прямых иностранных инвестиций в мире сокращаются, в Казахстане — растут",Рост происходит за счет дополнительного вклада инвесторов в нефтедобычу и торговлю
12.09.2023,Нефтетрейдеры ожидают важных для рынка отчетов: ОПЕК и МЭА,Эта информация может стать отправной точкой для анализа перспектив мирового спроса и предложения на будущий год
11.09.2023,Инвестиции в оборону выросли на 37% за год,Большая часть вложений пришлась на Алматы
11.09.2023,Сентимент на нефтяном рынке остается позитивным,Цены по-прежнему поддерживают ожидания потенциального дефицита на рынке сырья
09.09.2023,Smith & Wesson в первом финквартале снизил чистую прибыль на 6%,Однако выручка компании превзошла прогнозы экспертов
08.09.2023,Nestle покупает мажоритарную долю в бразильской Grupo CRM,Закрытие сделки ожидается в следующем году
08.09.2023,Доля золота в инвестициях достигла максимума за 11 лет - JPMorgan,Исследование не включает банковские инвестиции
06.09.2023,Завод по производству строительных подъемных машин построят в Астане,"Сумма инвестиций - 1,39 млрд тенге"
06.09.2023,"В Казахстане за семь месяцев в основной капитал инвестировали 8,1 трлн тенге",Темп роста показателя замедляется с февраля
06.09.2023,США могут столкнуться с четвертым шатдауном за последние 10 лет,Конгресс должен утвердить бюджет федерального правительства до 1 октября
06.09.2023,Акции Airbnb и Blackstone войдут в индекс S&P 500 с 18 сентября,"Капитализация первой компании сейчас составляет $4 млрд, второй - $129,3 млрд"
06.09.2023,Затраты Tesla на минералы из Австралии за два года выросли втрое,"В этом году они превысят 2,7 млрд долларов"
05.09.2023,В фокусе внимания рынков - публикация Бежевой книги в США,В отчете будут представлены актуальные комментарии об экономической ситуации в стране
04.09.2023,Инвесторы ожидают завершения цикла повышения ставок ФРС,Это улучшило прогнозы по спросу на нефть
04.09.2023,Стратегические инвесторы вложат в капитал Arm не более $100 млн каждый,Компания в рамках IPO может быть оценена в $50–54 млрд
01.09.2023,Капитализация фондового рынка составила 37 трлн тенге,"С начала года отмечен рост на 3,8%"
01.09.2023,UBS зафиксировал рекордную чистую прибыль благодаря покупке Credit Suisse,"В апреле-июне показатель составил 28,875 млрд долларов"
31.08.2023,Victoria's Secret неожиданно завершила II финквартал с чистым убытком,В компании ухудшили прогноз годовой выручки
31.08.2023,В 2022 году в Казахстан привлекли $28 млрд прямых иностранных инвестиций,"Это рекордный за 10 лет объем, сказал Алихан Смаилов"
31.08.2023,Тенге продолжил курс на укрепление в преддверии важных событий,"В фокусе внимания – послание президента, публикация данных по инфляции за август и объему продаж валюты из Нацфонда"
29.08.2023,Polymetal завершил делистинг с LSE,"Акции компании продолжают котироваться на бирже AIX, пояснили в компании"
29.08.2023,На рынках опасаются снижения глобального спроса на нефть,Ураган во Флориде и действия Саудовской Аравии могут поддержать нефтяные котировки
28.08.2023,В фокусе внимания рынков – данные по ВВП США за второй квартал,Также инвесторы ожидают информацию по индексу расходов на личное потребление и занятости
28.08.2023,Tesla возместит ущерб от твита Илона Маска о выкупе акций компании,Пострадавшие инвесторы получат по $12 тысяч
25.08.2023,В Казатомпроме отчитались о финансовых результатах за полгода,"Чистая прибыль компании выросла почти на 33%, до 222 млрд тенге"
25.08.2023,Нацбанк сегодня примет решение по базовой ставке,Снизит или оставит? Мнения экспертов финрынка разделились практически поровну
25.08.2023,SEC ужесточит требования к раскрытию информации инвестфондами,Они касаются стандартизации публикаций ежеквартальных результатов
24.08.2023,Ключевым событием недели остается выступление главы ФРС,Инвесторы ожидают получить дополнительную информацию о возможных действиях центробанка по базовой ставке
24.08.2023,Zoom зафиксировала рост чистой прибыли почти в четыре раза,Скорректированная прибыль и выручка также оказались лучше прогнозов рынка
23.08.2023,За полгода в Костанайской области в основной капитал инвестировали 219 млрд тенге,"Из них 122,6 млрд тенге приходятся на вложения малого бизнеса"
23.08.2023,Заявления представителей ФРС продолжают оставаться «ястребиными»,Вероятность продолжения цикла повышения процентных ставок в США сохраняется
22.08.2023,Потенциал для укрепления тенге еще не исчерпан,"Но он, вероятно, будет ограниченным с учетом отмены нормы об обязательной продаже инвалюты субъектами КГС"
21.08.2023,Инвестиции в АПК выросли на 22% за год,Основной объем вложений обеспечен собственными средствами предприятий сектора
21.08.2023,Добыча нефти в США может сократиться,Количество американских буровых установок снижается шестую неделю подряд
21.08.2023,"Платформа JD.com увеличила чистую прибыль в 1,5 раза во II квартале","Выручка повысилась на 7,6%"
21.08.2023,ARM намерена провести IPO на бирже Nasdaq,"При этом отмечается, что выручка компании по итогам II квартала снизилась на 2,5% и составила $675 млн"
19.08.2023,Farfetch во втором квартале неожиданно сократил выручку,"Акции ретейлера одежды рухнули на 35,3%"
18.08.2023,Доходность 10-летних гособлигаций США выросла до максимума за 15 лет,Рост произошел после публикации протокола июльского заседания Федрезерва
18.08.2023,WSJ: Paramount отказалась от продажи доли в BET Media Group,Сделка не позволит значительно снизить долговую нагрузку Paramount
18.08.2023,CNOOC в I полугодии сократила чистую прибыль на 11%,Это связано со снижением цен на нефть
17.08.2023,Повышение процентных ставок в США может продолжиться,Большинство членов Федрезерва продолжает видеть значительные риски роста инфляции
17.08.2023,Александр Диаковский: На все свои индексы мы планируем формировать ETF,"Управляющий директор торговой площадки ITS рассказал об особенностях индексов, которые запустила эта торговая площадка"
16.08.2023,В Алматинской области за полгода в основной капитал инвестировали 267 млрд тенге,"Из них 188,9 млрд тенге приходится на малый бизнес"
16.08.2023,Нефтяные котировки остаются под давлением,Пессимизм на рынке был вызван последними слабыми данными из КНР по промпроизводству
16.08.2023,"Чистая прибыль КазТрансОйла снизилась на 8,2%","В первом полугодии компания заработала 8,6 млрд тенге"
16.08.2023,Carlsberg повысил годовой прогноз операционной прибыли,Концерн объявил buyback на 1 млрд крон
15.08.2023,«Свободное падение» рубля приостановлено,"Сегодня Банк России может повысить базовую ставку до 10-12% годовых, ожидают эксперты"
15.08.2023,Нидерландская Exor купила 15% акций Philips,Сумма сделки не раскрывается
14.08.2023,Торги долларом на KASE открылись гэпом вверх до отметки 449 тенге,Котировки нефти и фондовые рынки Азии падают на опасениях по дальнейшему замедлению экономики КНР
14.08.2023,Apple вложила более $500 млрд в выкуп акций с 2012 года,За последние 9 месяцев компания направила на эти цели $56 млрд
11.08.2023,ОПЕК в июле снизила добычу нефти почти на 1 млн баррелей в сутки,"Картель ожидает роста потребления сырья в 2024 году на 2,25 млн баррелей в сутки"
11.08.2023,"Alibaba увеличила чистую прибыль в I финквартале в 1,5 раза",Выручку - на 14%
11.08.2023,Американская Tapestry близка к покупке Capri - СМИ,"Capri Holdings принадлежат модные дома Michael Kors, Jimmy Choo и Versace"
10.08.2023,Disney в III финквартале потеряла 12 млн стриминговых подписчиков,При этом компания также зафиксировала чистый убыток из-за расходов на реорганизацию и разовых списаний
